location,year,deaths,LEKTIKO
MUNICIPALITY OF MOLOS - AGIOS KONSTANTINOUS,2019,3,ΔΗΜΟΣ ΜΩΛΟΥ - ΑΓΙΟΥ ΚΩΝΣΤΑΝ
KILELER MUNICIPALITY,2019,3,ΔΗΜΟΣ ΚΙΛΕΛΕΡ
MUNICIPALITY OF NORTH KYNOURIA,2019,3,ΔΗΜΟΣ ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ
MUNICIPALITY OF SOFADO,2019,3,ΔΗΜΟΣ ΣΟΦΑΔΩΝ
PINEIO MUNICIPALITY,2019,3,ΔΗΜΟΣ ΠΗΝΕΙΟΥ
MUNICIPALITY OF RETHYMNI,2019,3,ΔΗΜΟΣ ΡΕΘΥΜΝΗΣ
SIKYONIA MUNICIPALITY,2019,3,ΔΗΜΟΣ ΣΙΚΥΩΝΙΩΝ
MUNICIPALITY OF VOLBI,2019,3,ΔΗΜΟΣ ΒΟΛΒΗΣ
POLYGYRO MUNICIPALITY,2019,3,ΔΗΜΟΣ ΠΟΛΥΓΥΡΟΥ
MUNICIPALITY OF KOZANI,2019,3,ΔΗΜΟΣ ΚΟΖΑΝΗΣ
MUNICIPALITY OF CHALKEDON,2019,3,ΔΗΜΟΣ ΧΑΛΚΗΔΟΝΟΣ
PERAMATO MUNICIPALITY,2019,3,ΔΗΜΟΣ ΠΕΡΑΜΑΤΟΣ
MUNICIPALITY OF DRAMA,2019,3,ΔΗΜΟΣ ΔΡΑΜΑΣ
MUNICIPALITY OF ALIMOS,2019,3,ΔΗΜΟΣ ΑΛΙΜΟΥ
MUNICIPALITY OF KERATSINIOU - DRAPETSONAS,2019,3,ΔΗΜΟΣ ΚΕΡΑΤΣΙΝΙΟΥ - ΔΡΑΠΕΤΣ
MUNICIPALITY OF KALAMARIA,2019,3,ΔΗΜΟΣ ΚΑΛΑΜΑΡΙΑΣ
MUNICIPALITY OF MOSCHATO - TAVROU,2019,3,ΔΗΜΟΣ ΜΟΣΧΑΤΟΥ - ΤΑΥΡΟΥ
MUNICIPALITY OF ELIOUPOLE,2019,3,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΕΩΣ
HAIDARIO MUNICIPALITY,2019,3,ΔΗΜΟΣ ΧΑΪΔΑΡΙΟΥ
MUNICIPALITY OF AMAROUSIOU,2019,3,ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ
ILIUS MUNICIPALITY,2019,3,ΔΗΜΟΣ ΙΛΙΟΥ
PLATANIA MUNICIPALITY,2019,4,ΔΗΜΟΣ ΠΛΑΤΑΝΙΑ
MUNICIPALITY OF VOIO,2019,4,ΔΗΜΟΣ ΒΟΪΟΥ
AMYNTAI MUNICIPALITY,2019,4,ΔΗΜΟΣ ΑΜΥΝΤΑΙΟΥ
HERACLEIA MUNICIPALITY,2019,4,ΔΗΜΟΣ ΗΡΑΚΛΕΙΑΣ
TANAGRA MUNICIPALITY,2019,4,ΔΗΜΟΣ ΤΑΝΑΓΡΑΣ
MUNICIPALITY OF AMPHIPOLIS,2019,4,ΔΗΜΟΣ ΑΜΦΙΠΟΛΗΣ
MUNICIPALITY OF TEMPO,2019,4,ΔΗΜΟΣ ΤΕΜΠΩΝ
MUNICIPALITY OF XANTHI,2019,4,ΔΗΜΟΣ ΞΑΝΘΗΣ
MUNICIPALITY OF KALAMATA,2019,4,ΔΗΜΟΣ ΚΑΛΑΜΑΤΑΣ
PALLINI MUNICIPALITY,2019,4,ΔΗΜΟΣ ΠΑΛΛΗΝΗΣ
MUNICIPALITY OF CHALANDRIOU,2019,4,ΔΗΜΟΣ ΧΑΛΑΝΔΡΙΟΥ
MUNICIPALITY OF KIFISIA,2019,4,ΔΗΜΟΣ ΚΗΦΙΣΙΑΣ
AEGALEO MUNICIPALITY,2019,4,ΔΗΜΟΣ ΑΙΓΑΛΕΩ
MUNICIPALITY OF TOPIRO,2019,5,ΔΗΜΟΣ ΤΟΠΕΙΡΟΥ
MUNICIPALITY OF ILIDAS,2019,5,ΔΗΜΟΣ ΉΛΙΔΑΣ
MUNICIPALITY OF VERIA,2019,5,ΔΗΜΟΣ ΒΕΡΟΙΑΣ
MUNICIPALITY OF KROPIA,2019,5,ΔΗΜΟΣ ΚΡΩΠΙΑΣ
LAGKADA MUNICIPALITY,2019,5,ΔΗΜΟΣ ΛΑΓΚΑΔΑ
MUNICIPALITY OF PYLIAS - HORTIATI,2019,5,ΔΗΜΟΣ ΠΥΛΑΙΑΣ - ΧΟΡΤΙΑΤΗ
MUNICIPALITY OF PAVLO MELA,2019,5,ΔΗΜΟΣ ΠΑΥΛΟΥ ΜΕΛΑ
KATERINIS MUNICIPALITY,2019,6,ΔΗΜΟΣ ΚΑΤΕΡΙΝΗΣ
MUNICIPALITY OF KARDITSA,2019,6,ΔΗΜΟΣ ΚΑΡΔΙΤΣΑΣ
MUNICIPALITY OF VOLOS,2019,6,ΔΗΜΟΣ ΒΟΛΟΥ
MUNICIPALITY OF AGIA PARASKEVI,2019,6,ΔΗΜΟΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ
MUNICIPALITY OF NICAIA - AGIOU IOANNI RENTI,2019,6,ΔΗΜΟΣ ΝΙΚΑΙΑΣ - ΑΓΙΟΥ ΙΩΑΝΝ
GLYFADA MUNICIPALITY,2019,6,ΔΗΜΟΣ ΓΛΥΦΑΔΑΣ
MUNICIPALITY OF PISTERIOU,2019,6,ΔΗΜΟΣ ΠΕΡΙΣΤΕΡΙΟΥ
MUNICIPALITY OF THESSALONIKI,2019,6,ΔΗΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ
MUNICIPALITY OF SERRON,2019,7,ΔΗΜΟΣ ΣΕΡΡΩΝ
MUNICIPALITY OF ARGOS - MYCINA,2019,7,ΔΗΜΟΣ ΆΡΓΟΥΣ - ΜΥΚΗΝΩΝ
KOMOTINI MUNICIPALITY,2019,7,ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ
OROPOU MUNICIPALITY,2019,7,ΔΗΜΟΣ ΩΡΩΠΟΥ
MUNICIPALITY OF AEGIALIA,2019,8,ΔΗΜΟΣ ΑΙΓΙΑΛΕΙΑΣ
MUNICIPALITY OF KALLITHEAS,2019,8,ΔΗΜΟΣ ΚΑΛΛΙΘΕΑΣ
ACHARNON MUNICIPALITY,2019,8,ΔΗΜΟΣ ΑΧΑΡΝΩΝ
MUNICIPALITY OF THERMI,2019,10,ΔΗΜΟΣ ΘΕΡΜΗΣ
MUNICIPALITY OF PATREA,2019,12,ΔΗΜΟΣ ΠΑΤΡΕΩΝ
MUNICIPALITY OF ATHENS,2019,17,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ
MUNICIPALITY OF PRESPA,2020,0,ΔΗΜΟΣ ΠΡΕΣΠΩΝ
ANOGEIA MUNICIPALITY,2020,0,ΔΗΜΟΣ ΑΝΩΓΕΙΩΝ
MUNICIPALITY OF POGONI,2020,0,ΔΗΜΟΣ ΠΩΓΩΝΙΟΥ
METSOVO MUNICIPALITY,2020,0,ΔΗΜΟΣ ΜΕΤΣΟΒΟΥ
MUNICIPALITY OF ANCIENT OLYMPIA,2020,0,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ
THERMOU MUNICIPALITY,2020,0,ΔΗΜΟΣ ΘΕΡΜΟΥ
MUNICIPALITY OF DESKATIS,2020,0,ΔΗΜΟΣ ΔΕΣΚΑΤΗΣ
EMMANUEL PAPPA MUNICIPALITY,2020,0,ΔΗΜΟΣ ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ
MUNICIPALITY OF PARANESTIO,2020,0,ΔΗΜΟΣ ΠΑΡΑΝΕΣΤΙΟΥ
MUNICIPALITY OF OROPEDIOU LASSITHIO,2020,0,ΔΗΜΟΣ ΟΡΟΠΕΔΙΟΥ ΛΑΣΙΘΙΟΥ
MUNICIPALITY OF GREVEN,2020,0,ΔΗΜΟΣ ΓΡΕΒΕΝΩΝ
AMYNTAI MUNICIPALITY,2020,0,ΔΗΜΟΣ ΑΜΥΝΤΑΙΟΥ
MUNICIPALITY OF VOIO,2020,0,ΔΗΜΟΣ ΒΟΪΟΥ
MUNICIPALITY OF FLORINA,2020,0,ΔΗΜΟΣ ΦΛΩΡΙΝΑΣ
MUNICIPALITY OF GEORGIOU KARAISKAKI,2020,0,ΔΗΜΟΣ ΓΕΩΡΓΙΟΥ ΚΑΡΑΪΣΚΑΚΗ
MUNICIPALITY OF ORESTIDOS,2020,0,ΔΗΜΟΣ ΟΡΕΣΤΙΔΟΣ
MUNICIPALITY OF SOUTH KYNOURIA,2020,0,ΔΗΜΟΣ ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ
MUNICIPALITY OF KATO NEUROKOPIOU,2020,0,ΔΗΜΟΣ ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ
MUNICIPALITY OF MYKIS,2020,0,ΔΗΜΟΣ ΜΥΚΗΣ
MUNICIPALITY OF ZITSAS,2020,0,ΔΗΜΟΣ ΖΙΤΣΑΣ
MOUZAKI MUNICIPALITY,2020,0,ΔΗΜΟΣ ΜΟΥΖΑΚΙΟΥ
MUNICIPALITY OF DISTOMOS - ARACHOVAS - ANTIKYRAS,2020,0,ΔΗΜΟΣ ΔΙΣΤΟΜΟΥ - ΑΡΑΧΟΒΑΣ -
MUNICIPALITY OF TOPIRO,2020,0,ΔΗΜΟΣ ΤΟΠΕΙΡΟΥ
VIANNO MUNICIPALITY,2020,0,ΔΗΜΟΣ ΒΙΑΝΝΟΥ
MUNICIPALITY OF KARPENESIOU,2020,0,ΔΗΜΟΣ ΚΑΡΠΕΝΗΣΙΟΥ
MUNICIPALITY OF MARONEIA - SAPON,2020,0,ΔΗΜΟΣ ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ
MUNICIPALITY OF MEGALOPOLIS,2020,0,ΔΗΜΟΣ ΜΕΓΑΛΟΠΟΛΗΣ
MUNICIPALITY OF MINOA PEDIADAS,2020,0,ΔΗΜΟΣ ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ
PALAMA MUNICIPALITY,2020,0,ΔΗΜΟΣ ΠΑΛΑΜΑ
MUNICIPALITY OF MALEVIZIOU,2020,0,ΔΗΜΟΣ ΜΑΛΕΒΙΖΙΟΥ
MUNICIPALITY OF LYKOVRYSIS - PEFKI,2020,0,ΔΗΜΟΣ ΛΥΚΟΒΡΥΣΗΣ - ΠΕΥΚΗΣ
VRILISSI MUNICIPALITY,2020,0,ΔΗΜΟΣ ΒΡΙΛΗΣΣΙΩΝ
MUNICIPALITY OF RAFINAS - PIKERMIOU,2020,0,ΔΗΜΟΣ ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ
MUNICIPALITY OF DAFNIS - YMITTOU,2020,0,ΔΗΜΟΣ ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ
MUNICIPALITY OF NEAS MYRNIS,2020,0,ΔΗΜΟΣ ΝΕΑΣ ΣΜΥΡΝΗΣ
MUNICIPALITY OF AGIA PARASKEVI,2020,0,ΔΗΜΟΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ
MUNICIPALITY OF TRANSFORMATION,2020,0,ΔΗΜΟΣ ΜΕΤΑΜΟΡΦΩΣΕΩΣ
MUNICIPALITY OF PHILADELPHIA - CHALKIDONOS,2020,0,ΔΗΜΟΣ ΦΙΛΑΔΕΛΦΕΙΑΣ - ΧΑΛΚΗΔ
MUNICIPALITY OF AMBELOKIPON - MENEMENE,2020,0,ΔΗΜΟΣ ΑΜΠΕΛΟΚΗΠΩΝ - ΜΕΝΕΜΕΝ
ILIUS MUNICIPALITY,2020,0,ΔΗΜΟΣ ΙΛΙΟΥ
NESTORIO MUNICIPALITY,2020,1,ΔΗΜΟΣ ΝΕΣΤΟΡΙΟΥ
MUNICIPALITY OF KONICSA,2020,1,ΔΗΜΟΣ ΚΟΝΙΤΣΑΣ
ELASSONAS MUNICIPALITY,2020,1,ΔΗΜΟΣ ΕΛΑΣΣΟΝΑΣ
MUNICIPALITY OF AMPHIPOLIS,2020,1,ΔΗΜΟΣ ΑΜΦΙΠΟΛΗΣ
MUNICIPALITY OF NORTH ZOUMERKA,2020,1,ΔΗΜΟΣ ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ
MUNICIPALITY OF SERBIA - VELVENTOU,2020,1,ΔΗΜΟΣ ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ
PLATANIA MUNICIPALITY,2020,1,ΔΗΜΟΣ ΠΛΑΤΑΝΙΑ
DOMOKOU MUNICIPALITY,2020,1,ΔΗΜΟΣ ΔΟΜΟΚΟΥ
HERACLEIA MUNICIPALITY,2020,1,ΔΗΜΟΣ ΗΡΑΚΛΕΙΑΣ
MUNICIPALITY OF AGRAFA,2020,1,ΔΗΜΟΣ ΑΓΡΑΦΩΝ
ALMOPIA MUNICIPALITY,2020,1,ΔΗΜΟΣ ΑΛΜΩΠΙΑΣ
MUNICIPALITY OF SAMOTRAKI,2020,1,ΔΗΜΟΣ ΣΑΜΟΘΡΑΚΗΣ
MUNICIPALITY OF IASMO,2020,1,ΔΗΜΟΣ ΙΑΣΜΟΥ
PROSOTSANI MUNICIPALITY,2020,1,ΔΗΜΟΣ ΠΡΟΣΟΤΣΑΝΗΣ
MUNICIPALITY OF EICHALIA,2020,1,ΔΗΜΟΣ ΟΙΧΑΛΙΑΣ
MUNICIPALITY OF ARCHANA - ASTEROUSIA,2020,1,ΔΗΜΟΣ ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ
MUNICIPALITY OF VISALTIA,2020,1,ΔΗΜΟΣ ΒΙΣΑΛΤΙΑΣ
SOULIOU MUNICIPALITY,2020,1,ΔΗΜΟΣ ΣΟΥΛΙΟΥ
GATE MUNICIPALITY,2020,1,ΔΗΜΟΣ ΠΥΛΗΣ
MUNICIPALITY OF KALAMPAKAS,2020,1,ΔΗΜΟΣ ΚΑΛΑΜΠΑΚΑΣ
MESSINA MUNICIPALITY,2020,1,ΔΗΜΟΣ ΜΕΣΣΗΝΗΣ
MUNICIPALITY OF ORESTIADAS,2020,1,ΔΗΜΟΣ ΟΡΕΣΤΙΑΔΑΣ
MUNICIPALITY OF DIDYMOTEICHO,2020,1,ΔΗΜΟΣ ΔΙΔΥΜΟΤΕΙΧΟΥ
FARSALA MUNICIPALITY,2020,1,ΔΗΜΟΣ ΦΑΡΣΑΛΩΝ
MUNICIPALITY OF TYRNAVO,2020,1,ΔΗΜΟΣ ΤΥΡΝΑΒΟΥ
DOXATO MUNICIPALITY,2020,1,ΔΗΜΟΣ ΔΟΞΑΤΟΥ
MUNICIPALITY OF MAKRAKOMI,2020,1,ΔΗΜΟΣ ΜΑΚΡΑΚΩΜΗΣ
MUNICIPALITY OF RETHYMNI,2020,1,ΔΗΜΟΣ ΡΕΘΥΜΝΗΣ
POLYGYRO MUNICIPALITY,2020,1,ΔΗΜΟΣ ΠΟΛΥΓΥΡΟΥ
MUNICIPALITY OF WEST ACHAIA,2020,1,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ
SIKYONIA MUNICIPALITY,2020,1,ΔΗΜΟΣ ΣΙΚΥΩΝΙΩΝ
MUNICIPALITY OF PENDELIS,2020,1,ΔΗΜΟΣ ΠΕΝΤΕΛΗΣ
ASPROPYRGO MUNICIPALITY,2020,1,ΔΗΜΟΣ ΑΣΠΡΟΠΥΡΓΟΥ
MUNICIPALITY OF XANTHI,2020,1,ΔΗΜΟΣ ΞΑΝΘΗΣ
PETROUPOLE MUNICIPALITY,2020,1,ΔΗΜΟΣ ΠΕΤΡΟΥΠΟΛΕΩΣ
KORYDALLO MUNICIPALITY,2020,1,ΔΗΜΟΣ ΚΟΡΥΔΑΛΛΟΥ
MUNICIPALITY OF KAESARIANI,2020,1,ΔΗΜΟΣ ΚΑΙΣΑΡΙΑΝΗΣ
BYRON MUNICIPALITY,2020,1,ΔΗΜΟΣ ΒΥΡΩΝΟΣ
MUNICIPALITY OF PAPAGOS - CHOLARGOS,2020,1,ΔΗΜΟΣ ΠΑΠΑΓΟΥ - ΧΟΛΑΡΓΟΥ
ZOGRAFOU MUNICIPALITY,2020,1,ΔΗΜΟΣ ΖΩΓΡΑΦΟΥ
MUNICIPALITY OF FILOTHEIS - PSYHIKOU,2020,1,ΔΗΜΟΣ ΦΙΛΟΘΕΗΣ - ΨΥΧΙΚΟΥ
MUNICIPALITY OF NAPOLI - SYKEON,2020,1,ΔΗΜΟΣ ΝΕΑΠΟΛΗΣ - ΣΥΚΕΩΝ
MUNICIPALITY OF KALAMARIA,2020,1,ΔΗΜΟΣ ΚΑΛΑΜΑΡΙΑΣ
MUNICIPALITY OF AMAROUSIOU,2020,1,ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ
MUNICIPALITY OF NEAS ZIKNIS,2020,2,ΔΗΜΟΣ ΝΕΑΣ ΖΙΧΝΗΣ
MUNICIPALITY OF AMARIO,2020,2,ΔΗΜΟΣ ΑΜΑΡΙΟΥ
MUNICIPALITY OF NEMEA,2020,2,ΔΗΜΟΣ ΝΕΜΕΑΣ
MUNICIPALITY OF AMFIKLIA - ELATIA,2020,2,ΔΗΜΟΣ ΑΜΦΙΚΛΕΙΑΣ - ΕΛΑΤΕΙΑΣ
MUNICIPALITY OF ZACHAROS,2020,2,ΔΗΜΟΣ ΖΑΧΑΡΩΣ
MUNICIPALITY OF GORTYNAS,2020,2,ΔΗΜΟΣ ΓΟΡΤΥΝΑΣ
MUNICIPALITY OF EDESSA,2020,2,ΔΗΜΟΣ ΕΔΕΣΣΑΣ
MUNICIPALITY OF DIOU - OLYMPOU,2020,2,ΔΗΜΟΣ ΔΙΟΥ - ΟΛΥΜΠΟΥ
MUNICIPALITY OF ORHOMENOU,2020,2,ΔΗΜΟΣ ΟΡΧΟΜΕΝΟΥ
MUNICIPALITY OF SOUFLIOU,2020,2,ΔΗΜΟΣ ΣΟΥΦΛΙΟΥ
MUNICIPALITY OF NORTH KYNOURIA,2020,2,ΔΗΜΟΣ ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ
MUNICIPALITY OF KASTORIA,2020,2,ΔΗΜΟΣ ΚΑΣΤΟΡΙΑΣ
MUNICIPALITY OF ANDRITSAINAS - KRESTENON,2020,2,ΔΗΜΟΣ ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕ
MUNICIPALITY OF KALAVRYTON,2020,2,ΔΗΜΟΣ ΚΑΛΑΒΡΥΤΩΝ
KILELER MUNICIPALITY,2020,2,ΔΗΜΟΣ ΚΙΛΕΛΕΡ
NAOUSA MUNICIPALITY,2020,2,ΔΗΜΟΣ ΝΑΟΥΣΑΣ
MUNICIPALITY OF SOFADO,2020,2,ΔΗΜΟΣ ΣΟΦΑΔΩΝ
MUNICIPALITY OF SPARTIS,2020,2,ΔΗΜΟΣ ΣΠΑΡΤΗΣ
MUNICIPALITY OF ELEFSINA,2020,2,ΔΗΜΟΣ ΕΛΕΥΣΙΝΑΣ
TANAGRA MUNICIPALITY,2020,2,ΔΗΜΟΣ ΤΑΝΑΓΡΑΣ
PERAMATO MUNICIPALITY,2020,2,ΔΗΜΟΣ ΠΕΡΑΜΑΤΟΣ
MUNICIPALITY OF VOLBI,2020,2,ΔΗΜΟΣ ΒΟΛΒΗΣ
SKYDRA MUNICIPALITY,2020,2,ΔΗΜΟΣ ΣΚΥΔΡΑΣ
MUNICIPALITY OF XYLOKASTRO - EUROSTINIS,2020,2,ΔΗΜΟΣ ΞΥΛΟΚΑΣΤΡΟΥ - ΕΥΡΩΣΤΙ
MUNICIPALITY OF NAFPAKTIAS,2020,2,ΔΗΜΟΣ ΝΑΥΠΑΚΤΙΑΣ
MUNICIPALITY OF KOZANI,2020,2,ΔΗΜΟΣ ΚΟΖΑΝΗΣ
MUNICIPALITY OF IOANNITON,2020,2,ΔΗΜΟΣ ΙΩΑΝΝΙΤΩΝ
MUNICIPALITY OF PALAI FALIRO,2020,2,ΔΗΜΟΣ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ
KOMOTINI MUNICIPALITY,2020,2,ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ
MUNICIPALITY OF DRAMA,2020,2,ΔΗΜΟΣ ΔΡΑΜΑΣ
MUNICIPALITY OF ALIMOS,2020,2,ΔΗΜΟΣ ΑΛΙΜΟΥ
MUNICIPALITY OF AGIOS DIMITRIOS,2020,2,ΔΗΜΟΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ
MUNICIPALITY OF NEAS IONIA,2020,2,ΔΗΜΟΣ ΝΕΑΣ ΙΩΝΙΑΣ
MUNICIPALITY OF PAVLO MELA,2020,2,ΔΗΜΟΣ ΠΑΥΛΟΥ ΜΕΛΑ
MUNICIPALITY OF THESSALONIKI,2020,2,ΔΗΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ
MUNICIPALITY OF ZIRO,2020,3,ΔΗΜΟΣ ΖΗΡΟΥ
MUNICIPALITY OF ALIARTOU,2020,3,ΔΗΜΟΣ ΑΛΙΑΡΤΟΥ
FARCADONAS MUNICIPALITY,2020,3,ΔΗΜΟΣ ΦΑΡΚΑΔΟΝΑΣ
DODONIS MUNICIPALITY,2020,3,ΔΗΜΟΣ ΔΩΔΩΝΗΣ
MUNICIPALITY OF MANDRAS - IDYLLIAS,2020,3,ΔΗΜΟΣ ΜΑΝΔΡΑΣ - ΕΙΔΥΛΛΙΑΣ
KATERINIS MUNICIPALITY,2020,3,ΔΗΜΟΣ ΚΑΤΕΡΙΝΗΣ
ERYMANTHOU MUNICIPALITY,2020,3,ΔΗΜΟΣ ΕΡΥΜΑΝΘΟΥ
MUNICIPALITY OF TEMPO,2020,3,ΔΗΜΟΣ ΤΕΜΠΩΝ
MUNICIPALITY OF VELOS - VOCHAS,2020,3,ΔΗΜΟΣ ΒΕΛΟΥ - ΒΟΧΑΣ
MUNICIPALITY OF VERIA,2020,3,ΔΗΜΟΣ ΒΕΡΟΙΑΣ
MUNICIPALITY OF LARISAI,2020,3,ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ
MUNICIPALITY OF CHALKEDON,2020,3,ΔΗΜΟΣ ΧΑΛΚΗΔΟΝΟΣ
MUNICIPALITY OF KARDITSA,2020,3,ΔΗΜΟΣ ΚΑΡΔΙΤΣΑΣ
MUNICIPALITY OF KALAMATA,2020,3,ΔΗΜΟΣ ΚΑΛΑΜΑΤΑΣ
DIONYSOS MUNICIPALITY,2020,3,ΔΗΜΟΣ ΔΙΟΝΥΣΟΥ
OROPOU MUNICIPALITY,2020,3,ΔΗΜΟΣ ΩΡΩΠΟΥ
MUNICIPALITY OF GALATSIOU,2020,3,ΔΗΜΟΣ ΓΑΛΑΤΣΙΟΥ
PALLINI MUNICIPALITY,2020,3,ΔΗΜΟΣ ΠΑΛΛΗΝΗΣ
HAIDARIO MUNICIPALITY,2020,3,ΔΗΜΟΣ ΧΑΪΔΑΡΙΟΥ
MUNICIPALITY OF AGION ARANGYRO - KAMATERO,2020,3,ΔΗΜΟΣ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜ
MUNICIPALITY OF FILIS,2020,3,ΔΗΜΟΣ ΦΥΛΗΣ
MUNICIPALITY OF KORDELIOU - EVOSMOS,2020,3,ΔΗΜΟΣ ΚΟΡΔΕΛΙΟΥ - ΕΥΟΣΜΟΥ
MUNICIPALITY OF KALLITHEAS,2020,3,ΔΗΜΟΣ ΚΑΛΛΙΘΕΑΣ
AEGALEO MUNICIPALITY,2020,3,ΔΗΜΟΣ ΑΙΓΑΛΕΩ
MUNICIPALITY OF EORDIA,2020,4,ΔΗΜΟΣ ΕΟΡΔΑΙΑΣ
MUNICIPALITY OF SERRON,2020,4,ΔΗΜΟΣ ΣΕΡΡΩΝ
PINEIO MUNICIPALITY,2020,4,ΔΗΜΟΣ ΠΗΝΕΙΟΥ
MUNICIPALITY OF TRIKKAIA,2020,4,ΔΗΜΟΣ ΤΡΙΚΚΑΙΩΝ
PAIONIA MUNICIPALITY,2020,4,ΔΗΜΟΣ ΠΑΙΟΝΙΑΣ
LAGKADA MUNICIPALITY,2020,4,ΔΗΜΟΣ ΛΑΓΚΑΔΑ
MUNICIPALITY OF NICAIA - AGIOU IOANNI RENTI,2020,4,ΔΗΜΟΣ ΝΙΚΑΙΑΣ - ΑΓΙΟΥ ΙΩΑΝΝ
MUNICIPALITY OF PISTERIOU,2020,4,ΔΗΜΟΣ ΠΕΡΙΣΤΕΡΙΟΥ
MUNICIPALITY OF ILIDAS,2020,5,ΔΗΜΟΣ ΉΛΙΔΑΣ
MUNICIPALITY OF MOLOS - AGIOS KONSTANTINOUS,2020,5,ΔΗΜΟΣ ΜΩΛΟΥ - ΑΓΙΟΥ ΚΩΝΣΤΑΝ
MUNICIPALITY OF SINDIKI,2020,5,ΔΗΜΟΣ ΣΙΝΤΙΚΗΣ
MUNICIPALITY OF NESTO,2020,5,ΔΗΜΟΣ ΝΕΣΤΟΥ
MUNICIPALITY OF PELLAS,2020,5,ΔΗΜΟΣ ΠΕΛΛΑΣ
MUNICIPALITY OF AEGIALIA,2020,5,ΔΗΜΟΣ ΑΙΓΙΑΛΕΙΑΣ
MUNICIPALITY OF KROPIA,2020,5,ΔΗΜΟΣ ΚΡΩΠΙΑΣ
MUNICIPALITY OF ELIOUPOLE,2020,5,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΕΩΣ
MUNICIPALITY OF MOSCHATO - TAVROU,2020,5,ΔΗΜΟΣ ΜΟΣΧΑΤΟΥ - ΤΑΥΡΟΥ
GLYFADA MUNICIPALITY,2020,5,ΔΗΜΟΣ ΓΛΥΦΑΔΑΣ
MUNICIPALITY OF ARGOS - MYCINA,2020,6,ΔΗΜΟΣ ΆΡΓΟΥΣ - ΜΥΚΗΝΩΝ
MUNICIPALITY OF KERATSINIOU - DRAPETSONAS,2020,6,ΔΗΜΟΣ ΚΕΡΑΤΣΙΝΙΟΥ - ΔΡΑΠΕΤΣ
MUNICIPALITY OF THERMI,2020,6,ΔΗΜΟΣ ΘΕΡΜΗΣ
MUNICIPALITY OF PYLIAS - HORTIATI,2020,6,ΔΗΜΟΣ ΠΥΛΑΙΑΣ - ΧΟΡΤΙΑΤΗ
MUNICIPALITY OF KIFISIA,2020,6,ΔΗΜΟΣ ΚΗΦΙΣΙΑΣ
MUNICIPALITY OF CHALANDRIOU,2020,6,ΔΗΜΟΣ ΧΑΛΑΝΔΡΙΟΥ
ACHARNON MUNICIPALITY,2020,6,ΔΗΜΟΣ ΑΧΑΡΝΩΝ
MUNICIPALITY OF KILKIS,2020,7,ΔΗΜΟΣ ΚΙΛΚΙΣ
MUNICIPALITY OF VOLOS,2020,7,ΔΗΜΟΣ ΒΟΛΟΥ
MUNICIPALITY OF PATREA,2020,11,ΔΗΜΟΣ ΠΑΤΡΕΩΝ
MUNICIPALITY OF ATHENS,2020,11,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ
MUNICIPALITY OF PRESPA,2021,0,ΔΗΜΟΣ ΠΡΕΣΠΩΝ
ANOGEIA MUNICIPALITY,2021,0,ΔΗΜΟΣ ΑΝΩΓΕΙΩΝ
MUNICIPALITY OF POGONI,2021,0,ΔΗΜΟΣ ΠΩΓΩΝΙΟΥ
MUNICIPALITY OF KONICSA,2021,0,ΔΗΜΟΣ ΚΟΝΙΤΣΑΣ
MUNICIPALITY OF DESKATIS,2021,0,ΔΗΜΟΣ ΔΕΣΚΑΤΗΣ
